primary_accession,lineage,assembler,assembler_version,wall_clock_seconds,peak_mem_in_gbs,n50,l50,num_contigs,assembly_length,largest_contig,srr_id
ERZ13692745,root:Host-associated:Human:Digestive system,metaspades,3.15.3,2669,5,791,3687,10933,8846131,8270,ERR5295233
ERZ13692757,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11463,11,2199,4209,36674,57594864,244006,ERR5295234
ERZ13692748,root:Host-associated:Human:Digestive system,metaspades,3.15.3,2356,5,909,3222,11431,10629792,44548,ERR5295235
ERZ13692742,root:Host-associated:Human:Digestive system,metaspades,3.15.3,68,0,545,4,8,4425,690,ERR5295236
ERZ13692754,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11315,7,2176,2991,28036,43942479,359799,ERR5295237
ERZ13692747,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1190,1,742,1631,4520,3436652,3848,ERR5295238
ERZ13692752,root:Host-associated:Human:Digestive system,metaspades,3.15.3,529,5,642,800,2118,1470490,44580,ERR5295239
ERZ13692749,root:Host-associated:Human:Digestive system,metaspades,3.15.3,115,5,776,20,69,57933,5036,ERR5295240
ERZ13692758,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9022,11,5969,1428,25395,54687461,149461,ERR5295241
ERZ13692755,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1091,5,1711,497,4857,6716479,81961,ERR5295242
ERZ13692753,root:Host-associated:Human:Digestive system,metaspades,3.15.3,692,2,697,433,1474,1191964,25608,ERR5295243
ERZ13692759,root:Host-associated:Human:Digestive system,metaspades,3.15.3,3870,5,2336,174,4436,6750573,249567,ERR5295244
ERZ13692762,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8744,9,6669,1218,20267,47726912,164019,ERR5295245
ERZ13692756,root:Host-associated:Human:Digestive system,metaspades,3.15.3,342,0,633,184,482,331011,2591,ERR5295246
ERZ13692776,root:Host-associated:Human:Digestive system,metaspades,3.15.3,14381,12,1868,8330,59385,87081367,399001,ERR5295247
ERZ13692768,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9785,12,3463,2909,35298,64447369,202234,ERR5295250
ERZ13692775,root:Host-associated:Human:Digestive system,metaspades,3.15.3,18349,12,1658,7244,52216,72081610,244076,ERR5295251
ERZ13692773,root:Host-associated:Human:Digestive system,metaspades,3.15.3,20727,15,1757,9720,64955,89968072,165305,ERR5295252
ERZ13692763,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1868,5,975,2467,8586,8162080,14685,ERR5295253
ERZ13692760,root:Host-associated:Human:Digestive system,metaspades,3.15.3,69,0,704,14,34,23058,1284,ERR5295255
ERZ13692770,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8897,9,2468,3606,34662,55566136,325248,ERR5295256
ERZ13692761,root:Host-associated:Human:Digestive system,metaspades,3.15.3,95,0,574,3,7,4378,1004,ERR5295257
ERZ13692769,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8053,11,1359,7304,37430,45231482,103104,ERR5295258
ERZ13692774,root:Host-associated:Human:Digestive system,metaspades,3.15.3,17002,12,2129,4491,44029,69240401,517625,ERR5295259
ERZ13692766,root:Host-associated:Human:Digestive system,metaspades,3.15.3,2366,5,1227,2268,9549,10542360,25337,ERR5295260
ERZ13692764,root:Host-associated:Human:Digestive system,metaspades,3.15.3,89,1,566,5,11,6531,1151,ERR5295262
ERZ13692772,root:Host-associated:Human:Digestive system,metaspades,3.15.3,3035,5,2645,902,9234,14230862,82972,ERR5295263
ERZ13692771,root:Host-associated:Human:Digestive system,metaspades,3.15.3,123,5,618,67,161,104109,1217,ERR5295264
ERZ13692767,root:Host-associated:Human:Digestive system,metaspades,3.15.3,792,2,641,636,1669,1148602,7045,ERR5295265
ERZ13692781,root:Host-associated:Human:Digestive system,metaspades,3.15.3,2758,5,817,3879,12011,10085733,10301,ERR5295266
ERZ13692794,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15644,11,1326,10915,60964,73809189,91888,ERR5295267
ERZ13692785,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13297,9,8320,958,20310,44954021,223423,ERR5295268
ERZ13692777,root:Host-associated:Human:Digestive system,metaspades,3.15.3,163,4,567,29,63,36944,869,ERR5295269
ERZ13692778,root:Host-associated:Human:Digestive system,metaspades,3.15.3,200,0,730,96,285,215575,4203,ERR5295271
ERZ13692784,root:Host-associated:Human:Digestive system,metaspades,3.15.3,6468,4,3096,1596,17904,35955571,370284,ERR5295272
ERZ13692783,root:Host-associated:Human:Digestive system,metaspades,3.15.3,6557,5,1701,2721,16103,21882340,41887,ERR5295273
ERZ13692786,root:Host-associated:Human:Digestive system,metaspades,3.15.3,7500,8,1411,4165,25543,31621202,130473,ERR5295274
ERZ13692780,root:Host-associated:Human:Digestive system,metaspades,3.15.3,556,1,684,620,1703,1238885,17559,ERR5295275
ERZ13692793,root:Host-associated:Human:Digestive system,metaspades,3.15.3,18765,15,1403,12893,74972,93514996,158089,ERR5455035
ERZ13692788,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8826,9,1555,3490,27420,36338370,141233,ERR5455036
ERZ13692790,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11688,11,2206,5153,40778,64697754,316966,ERR5455037
ERZ13692782,root:Host-associated:Human:Digestive system,metaspades,3.15.3,488,4,624,433,1110,748554,5828,ERR5455038
ERZ13692789,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10199,9,3116,1859,28239,50045176,244838,ERR5455039
ERZ13692791,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8797,11,1205,5547,39354,46546957,222800,ERR5455040
ERZ13692795,root:Host-associated:Human:Digestive system,metaspades,3.15.3,30659,16,2759,4491,41552,71768191,192582,ERR5455041
ERZ13692787,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4221,5,4985,169,3955,6038837,85206,ERR5455042
ERZ13692797,root:Host-associated:Human:Digestive system,metaspades,3.15.3,12717,13,2304,5930,55315,85664277,186943,ERR5455043
ERZ13692792,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4462,4,1299,3249,14299,16483394,16016,ERR5455044
ERZ13692796,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4615,5,1371,5273,31156,39092433,196507,ERR5455045
ERZ13692798,root:Host-associated:Human:Digestive system,metaspades,3.15.3,7963,7,1297,6707,33759,39327107,63389,ERR5455046
ERZ13692806,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13751,9,1415,10781,61327,77412174,206385,ERR5455048
ERZ13692801,root:Host-associated:Human:Digestive system,metaspades,3.15.3,19229,15,1484,12009,78358,101536517,177042,ERR5455049
ERZ13692811,root:Host-associated:Human:Digestive system,metaspades,3.15.3,25965,17,1527,12957,77109,101510853,357147,ERR5455050
ERZ13692800,root:Host-associated:Human:Digestive system,metaspades,3.15.3,16166,11,1762,9288,59441,82527625,189519,ERR5455051
ERZ13692805,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8423,11,1015,9763,46059,48547130,168127,ERR5455052
ERZ13692802,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9695,11,2772,3508,37418,63885392,316886,ERR5455053
ERZ13692804,root:Host-associated:Human:Digestive system,metaspades,3.15.3,14808,12,3242,2314,35820,65185173,459446,ERR5455054
ERZ13692799,root:Host-associated:Human:Digestive system,metaspades,3.15.3,606,5,643,992,2537,1723381,5412,ERR5455055
ERZ13692803,root:Host-associated:Human:Digestive system,metaspades,3.15.3,7056,6,1917,3174,28222,41611989,108539,ERR5455056
ERZ13692810,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15068,11,2124,5508,51584,77958583,330562,ERR5455058
ERZ13692815,root:Host-associated:Human:Digestive system,metaspades,3.15.3,26400,18,1644,14348,78189,105981830,164163,ERR5455059
ERZ13692814,root:Host-associated:Human:Digestive system,metaspades,3.15.3,19228,12,3231,4240,46738,84548351,234474,ERR5455060
ERZ13692813,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11285,9,2385,4744,40244,63158569,250435,ERR5455061
ERZ13692816,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11459,11,1530,8086,47468,60897790,128509,ERR5455062
ERZ13692817,root:Host-associated:Human:Digestive system,metaspades,3.15.3,16498,11,1517,6919,50822,67478723,306888,ERR5455064
ERZ13692812,root:Host-associated:Human:Digestive system,metaspades,3.15.3,3419,4,1507,3307,17436,21381426,42367,ERR5455065
ERZ13692819,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11143,9,1139,8878,42456,46908523,180317,ERR5455066
ERZ13692821,root:Host-associated:Human:Digestive system,metaspades,3.15.3,7804,7,956,12897,45270,42847098,93982,ERR5455067
ERZ13692818,root:Host-associated:Human:Digestive system,metaspades,3.15.3,7713,10,2752,3406,31746,52450505,272474,ERR5455068
ERZ13692825,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10166,11,1779,8967,56369,78965935,156860,ERR5455069
ERZ13692823,root:Host-associated:Human:Digestive system,metaspades,3.15.3,19709,15,1275,8578,45196,54359838,105555,ERR5455070
ERZ13692822,root:Host-associated:Human:Digestive system,metaspades,3.15.3,21436,16,1672,6088,42098,57628913,253670,ERR5455071
ERZ13692826,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11074,11,1198,10214,46740,52152139,101028,ERR5455072
ERZ13692820,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5505,5,1062,3212,18602,20389742,174879,ERR5455073
ERZ13692827,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8289,8,1204,12498,52032,57118324,104579,ERR5455074
ERZ13692824,root:Host-associated:Human:Digestive system,metaspades,3.15.3,7855,9,2842,2073,24740,45005098,538558,ERR5455075
ERZ13692830,root:Host-associated:Human:Digestive system,metaspades,3.15.3,27565,19,1917,14596,101168,148752110,274285,ERR5455076
ERZ13692829,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8547,7,1778,4199,29516,41474804,84577,ERR5455077
ERZ13692828,root:Host-associated:Human:Digestive system,metaspades,3.15.3,6361,7,2063,4492,34517,52049570,243370,ERR5455078
ERZ14231418,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,42319,22,2575,6941,63387,104084973,464529,SRR14679301
ERZ14231427,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,39292,23,1644,9935,67519,91114502,232387,SRR14679302
ERZ14231430,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,41999,26,2363,6108,66298,106150887,327808,SRR14679303
ERZ14231424,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,30833,16,4459,2044,30153,58812409,444299,SRR14679304
ERZ14231415,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,46826,23,2561,6303,64319,105328684,358182,SRR14679305
ERZ14231421,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,49143,20,2197,4961,53430,82780153,403368,SRR14679306
ERZ14231429,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,47800,23,2396,7604,72764,116320022,383306,SRR14679307
ERZ14231423,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,27228,17,3988,1556,25671,49039931,339549,SRR14679308
ERZ14231440,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,28890,23,1707,4087,34269,47532381,156897,SRR14679309
ERZ14231420,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,65159,31,2722,4111,49405,82723471,837293,SRR14679310
ERZ14231432,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,44118,22,2440,5829,56245,88924120,277821,SRR14679311
ERZ14231428,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,67578,34,5462,2843,61090,118361781,530673,SRR14679312
ERZ14231436,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,56822,22,2037,8560,64706,97818881,444286,SRR14679313
ERZ14231431,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,34114,23,1820,4647,37512,54484411,444294,SRR14679314
ERZ14231413,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,39549,22,2248,4947,44897,71703298,353525,SRR14679315
ERZ14231435,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,41376,22,2518,5180,48380,81256922,314043,SRR14679316
ERZ14231417,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,33949,18,1958,6144,54712,81101345,444288,SRR14679317
ERZ14231422,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,46010,23,1809,7968,61377,90930017,411993,SRR14679318
ERZ14231425,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,39429,17,2531,3760,44010,71692555,447668,SRR14679319
ERZ14231442,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,48407,22,2107,4447,52755,82460233,608308,SRR14679320
ERZ14231426,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,45930,22,2130,3804,43620,67436929,358183,SRR14679321
ERZ14231439,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,43183,20,2899,2676,42340,71823469,317275,SRR14679322
ERZ14231441,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,41686,23,3457,2538,40811,76362913,440426,SRR14679323
ERZ14231433,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,51199,22,3457,2022,37781,65575788,443381,SRR14679324
ERZ14231416,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,44894,17,2149,4937,51892,79502835,342014,SRR14679325
ERZ14231437,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,42510,18,1927,3677,40800,59733484,456227,SRR14679326
ERZ14231434,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,45188,21,2053,5832,45346,68461564,256556,SRR14679327
ERZ14231419,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,37973,17,2656,4389,48857,80097300,336219,SRR14679328
ERZ14231438,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,48515,23,1750,5288,52862,75430607,314046,SRR14679329
ERZ14231414,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,61590,26,2048,7173,69472,101934579,334845,SRR14679330
ERZ14231452,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,106636,40,3350,10646,175331,310710555,355004,SRR14698348
ERZ14231454,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,98644,43,2394,20696,222247,360271900,374253,SRR14698349
ERZ14231449,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,126296,36,6369,4678,92802,205357923,417205,SRR14698350
ERZ14231445,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,56807,32,58231,36,3486,11782995,649674,SRR14698351
ERZ14231444,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,63602,33,46794,37,3725,13041469,694642,SRR14698352
ERZ14231448,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,58018,31,74548,30,3135,11281131,506984,SRR14698353
ERZ14231447,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,65212,32,68479,29,2679,11943442,677329,SRR14698354
ERZ14231446,root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal,metaspades,3.15.3,63197,32,149826,12,839,8407875,694642,SRR14698355
ERZ13692837,root:Host-associated:Human:Digestive system,metaspades,3.15.3,14911,9,1394,7827,51443,65842218,190288,ERR5455079
ERZ13692838,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10216,11,1864,6777,50113,71756120,127278,ERR5455080
ERZ13692850,root:Host-associated:Human:Digestive system,metaspades,3.15.3,21618,17,1793,14687,90120,129546968,273732,ERR5455081
ERZ13692839,root:Host-associated:Human:Digestive system,metaspades,3.15.3,18479,16,1826,9168,58334,84334953,162929,ERR5455082
ERZ13692841,root:Host-associated:Human:Digestive system,metaspades,3.15.3,14490,15,2030,9081,67899,104208203,342409,ERR5455083
ERZ13692842,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13264,15,2889,5239,45659,77938530,189748,ERR5455084
ERZ13692840,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10623,11,2029,4430,35544,53191488,219686,ERR5455085
ERZ13692843,root:Host-associated:Human:Digestive system,metaspades,3.15.3,22514,18,1391,12394,61339,76194439,250569,ERR5455086
ERZ13692846,root:Host-associated:Human:Digestive system,metaspades,3.15.3,23080,16,2322,6968,59681,95292009,577177,ERR5455087
ERZ13692836,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9635,10,1737,2796,25134,34123655,220324,ERR5455088
ERZ13692845,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4655,4,1379,3788,24019,29507512,100155,ERR5455089
ERZ13692849,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11436,12,1720,7905,49773,69519333,158135,ERR5455090
ERZ13692847,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4456,5,949,8129,27281,25347699,31561,ERR5455091
ERZ13692854,root:Host-associated:Human:Digestive system,metaspades,3.15.3,18025,15,1476,9926,65889,85986954,486606,ERR5455092
ERZ13692844,root:Host-associated:Human:Digestive system,metaspades,3.15.3,6980,6,895,5969,25443,24724384,119078,ERR5455093
ERZ13692853,root:Host-associated:Human:Digestive system,metaspades,3.15.3,12603,10,2379,5389,45930,76079977,172911,ERR5455094
ERZ13692848,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4974,5,1239,4588,24264,28434172,64131,ERR5455095
ERZ13692851,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8982,11,1432,4054,31272,39778488,201059,ERR5455097
ERZ13692855,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15839,11,1615,7278,51356,70519306,195973,ERR5455098
ERZ13692856,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9388,9,1169,11682,59505,67845481,213032,ERR5455099
ERZ13692860,root:Host-associated:Human:Digestive system,metaspades,3.15.3,17599,15,1674,11257,74553,101887939,245577,ERR5455100
ERZ13692858,root:Host-associated:Human:Digestive system,metaspades,3.15.3,16669,12,2507,6614,53093,90016473,232629,ERR5455101
ERZ13692857,root:Host-associated:Human:Digestive system,metaspades,3.15.3,7001,5,2349,2975,21508,34108222,101890,ERR5455102
ERZ13692862,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8859,7,1435,6088,35285,43820272,292354,ERR5455103
ERZ13692865,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13252,11,1632,10969,60999,81894563,107223,ERR5455104
ERZ13692859,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4944,5,1946,3994,28387,40845675,83254,ERR5455105
ERZ13692861,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10198,12,2319,3984,43779,70233613,299956,ERR5455106
ERZ13692863,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11912,9,1822,7825,56685,81401789,292621,ERR5455107
ERZ13692875,root:Host-associated:Human:Digestive system,metaspades,3.15.3,27651,19,1584,17706,98024,131869990,211736,ERR5455108
ERZ13692864,root:Host-associated:Human:Digestive system,metaspades,3.15.3,22333,16,4467,2235,30125,63140139,308862,ERR5455109
ERZ13692867,root:Host-associated:Human:Digestive system,metaspades,3.15.3,19031,16,2218,4473,41391,64332644,266463,ERR5455110
ERZ13692869,root:Host-associated:Human:Digestive system,metaspades,3.15.3,21339,16,2633,4226,40286,68150943,465459,ERR5455111
ERZ13692872,root:Host-associated:Human:Digestive system,metaspades,3.15.3,16579,11,1159,11717,58676,65725447,253755,ERR5455112
ERZ13692871,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10585,11,1879,4122,45468,65493714,343256,ERR5455113
ERZ13692868,root:Host-associated:Human:Digestive system,metaspades,3.15.3,2961,5,1534,1240,11952,15724476,151378,ERR5455114
ERZ13692874,root:Host-associated:Human:Digestive system,metaspades,3.15.3,12248,11,1545,7634,45274,59415130,163945,ERR5455115
ERZ13692870,root:Host-associated:Human:Digestive system,metaspades,3.15.3,19850,13,1993,7404,52208,77597218,210097,ERR5455116
ERZ13692866,root:Host-associated:Human:Digestive system,metaspades,3.15.3,6352,8,2190,4319,29015,45520456,146527,ERR5455117
ERZ13692873,root:Host-associated:Human:Digestive system,metaspades,3.15.3,14612,14,1716,4771,53978,76334335,241084,ERR5455118
ERZ13692880,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13382,9,1577,7399,52134,69846461,166375,ERR5455119
ERZ13692909,root:Host-associated:Human:Digestive system,metaspades,3.15.3,20865,16,3461,3875,47393,85019316,335827,ERR5455120
ERZ13692884,root:Host-associated:Human:Digestive system,metaspades,3.15.3,19520,15,1706,8958,62073,85830807,279953,ERR5455121
ERZ13692888,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11663,11,2218,5450,49272,75140363,170969,ERR5455122
ERZ13692881,root:Host-associated:Human:Digestive system,metaspades,3.15.3,16110,11,1285,14442,65767,76583709,91441,ERR5455123
ERZ13692878,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4484,4,1168,8613,35283,38270671,61264,ERR5455124
ERZ13692876,root:Host-associated:Human:Digestive system,metaspades,3.15.3,1137,5,645,1150,3079,2151367,16897,ERR5455125
ERZ13692879,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13125,9,1168,9873,47997,53950993,116830,ERR5455126
ERZ13692886,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10661,10,2021,5859,45524,68218102,130564,ERR5455127
ERZ13692877,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4476,4,1007,5843,25944,26938006,84388,ERR5455128
ERZ13692882,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10765,10,3255,3233,39821,69218294,327008,ERR5455129
ERZ13692890,root:Host-associated:Human:Digestive system,metaspades,3.15.3,13345,11,1305,11967,56231,65714040,101545,ERR5455130
ERZ13692885,root:Host-associated:Human:Digestive system,metaspades,3.15.3,227,3,619,60,148,97471,2387,ERR5455131
ERZ13692887,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8019,6,3042,2431,23001,39411381,231624,ERR5455132
ERZ13692889,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5552,5,1362,3933,26589,33766672,108334,ERR5455133
ERZ13692891,root:Host-associated:Human:Digestive system,metaspades,3.15.3,22342,12,2918,4493,40087,73551995,385431,ERR5455134
ERZ13692883,root:Host-associated:Human:Digestive system,metaspades,3.15.3,482,5,625,441,1108,735901,8673,ERR5455135
ERZ13692892,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5864,8,1133,4263,23603,26316306,113054,ERR5455136
ERZ13692893,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10359,10,3608,1473,25015,45639708,181640,ERR5455137
ERZ13692894,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9957,10,5634,1036,22905,48196871,252591,ERR5455138
ERZ13692896,root:Host-associated:Human:Digestive system,metaspades,3.15.3,31238,18,1353,16230,82583,100086315,240969,ERR5455139
ERZ13692895,root:Host-associated:Human:Digestive system,metaspades,3.15.3,14047,9,2493,2898,33437,56667000,215626,ERR5455140
ERZ13692897,root:Host-associated:Human:Digestive system,metaspades,3.15.3,14944,14,2569,4157,41229,68405384,626339,ERR5455141
ERZ13692901,root:Host-associated:Human:Digestive system,metaspades,3.15.3,31304,17,3313,5739,53910,97742431,195800,ERR5455142
ERZ13692903,root:Host-associated:Human:Digestive system,metaspades,3.15.3,16421,11,1588,7551,54031,73148537,346524,ERR5455143
ERZ13692900,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9104,10,3005,1621,23684,38644883,189596,ERR5455144
ERZ13692899,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9541,11,2828,1847,25573,42031856,171963,ERR5455145
ERZ13692898,root:Host-associated:Human:Digestive system,metaspades,3.15.3,7745,7,1108,7848,36670,39821500,144633,ERR5455146
ERZ13692904,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15664,11,2397,3608,40592,66461086,308992,ERR5455147
ERZ13692905,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10315,10,1169,7752,40249,45848791,93953,ERR5455148
ERZ13692906,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15114,13,2453,6428,54352,87472220,243378,ERR5455149
ERZ13692910,root:Host-associated:Human:Digestive system,metaspades,3.15.3,20762,16,1780,6345,57540,81706945,437900,ERR5455150
ERZ13692902,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4924,6,1116,4162,23129,26006197,163342,ERR5455151
ERZ13692908,root:Host-associated:Human:Digestive system,metaspades,3.15.3,8984,11,1301,7671,47051,57166746,163125,ERR5455152
ERZ13692913,root:Host-associated:Human:Digestive system,metaspades,3.15.3,11710,10,1489,10432,64145,82432863,269146,ERR5455153
ERZ13692914,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15333,14,1578,12319,67974,89762795,252748,ERR5455154
ERZ13692907,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9561,10,1129,5984,31387,35398497,199822,ERR5455155
ERZ13692912,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5340,4,1578,4183,24940,31992767,71584,ERR5455156
ERZ13692915,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5708,7,1700,5653,35290,49424404,144988,ERR5455157
ERZ13692911,root:Host-associated:Human:Digestive system,metaspades,3.15.3,3145,5,916,4001,14840,13905175,41562,ERR5455158
ERZ13692919,root:Host-associated:Human:Digestive system,metaspades,3.15.3,17386,14,2735,4566,51782,86569367,221482,ERR5455159
ERZ13692916,root:Host-associated:Human:Digestive system,metaspades,3.15.3,27250,16,2371,6490,55356,91619397,391594,ERR5455160
ERZ13692928,root:Host-associated:Human:Digestive system,metaspades,3.15.3,9538,9,1211,12579,58650,66510057,119243,ERR5455161
ERZ13692918,root:Host-associated:Human:Digestive system,metaspades,3.15.3,6710,6,1047,7279,34219,36450307,93912,ERR5455162
ERZ13692925,root:Host-associated:Human:Digestive system,metaspades,3.15.3,7456,8,1723,4906,42389,57430001,818230,ERR5455163
ERZ13692917,root:Host-associated:Human:Digestive system,metaspades,3.15.3,5999,6,2070,2306,20768,28967048,103310,ERR5455164
ERZ13692922,root:Host-associated:Human:Digestive system,metaspades,3.15.3,10772,11,1865,5612,39491,55832166,222152,ERR5455165
ERZ13692921,root:Host-associated:Human:Digestive system,metaspades,3.15.3,25016,16,3337,3823,42787,80378738,306239,ERR5455166
ERZ13692920,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4056,5,1366,3291,20571,25544638,148345,ERR5455167
ERZ13692926,root:Host-associated:Human:Digestive system,metaspades,3.15.3,18194,11,1655,8922,56461,75526793,101869,ERR5455168
ERZ13692930,root:Host-associated:Human:Digestive system,metaspades,3.15.3,12541,11,2191,5694,51393,80652631,506684,ERR5455169
ERZ13692927,root:Host-associated:Human:Digestive system,metaspades,3.15.3,4427,5,1104,3662,18073,19702542,77494,ERR5455170
ERZ13692924,root:Host-associated:Human:Digestive system,metaspades,3.15.3,15634,14,8096,1051,25684,55692494,242870,ERR5455171
